"","id","zip","x","y"
"11735",11736,"10302",-74.13672449,40.63609074
"11736",11737,"10302",-74.13672449,40.63609074
"11737",11738,"10302",-74.13672449,40.63609074
"11738",11739,"10302",-74.13778023,40.63611693
"11739",11740,"10302",-74.13672449,40.63609074
"11740",11741,"10302",-74.13672449,40.63609074
"11741",11742,"10302",-74.13672449,40.63609074
"11742",11743,"10310",-74.11603153,40.63556178
"11743",11744,"10302",-74.13672449,40.63609074
"11744",11745,"10301",-74.08423775,40.63750259
"11745",11746,"10302",-74.13672449,40.63609074
"11746",11747,"10302",-74.13672449,40.63609074
"11747",11748,"10302",-74.13672449,40.63609074
"11748",11749,"10302",-74.13672449,40.63609074
"11749",11750,"10302",-74.13672449,40.63609074
"11750",11751,"10310",-74.1189623,40.63441147
"11751",11752,"10302",-74.13672449,40.63609074
"11752",11753,"10302",-74.13672449,40.63609074
"11753",11754,"10306",-74.1072708,40.58058376
"11754",11755,"10301",-74.07595879,40.63197761
"11755",11756,"10301",-74.07645023,40.63953643
"11756",11757,"10309",-74.20247318,40.52599551
"11757",11758,"10309",-74.20247318,40.52599551
"11758",11759,"10312",-74.17717636,40.55637582
"11759",11760,"10306",-74.11983311,40.55956807
"11760",11761,"10304",-74.08471673,40.6146244
"11761",11762,"10303",-74.16299973,40.63548833
"11762",11763,"10302",-74.14576895,40.62496597
"11763",11764,"10309",-74.22011763,40.54480899
"11764",11765,"10303",-74.15802967,40.63026369
"11765",11766,"10314",-74.15524611,40.61844016
"11766",11767,"10304",-74.08471673,40.6146244
"11767",11768,"10303",-74.15036766,40.63706458
"11768",11769,"10303",-74.15802967,40.63026369
"11769",11770,"10309",-74.22011763,40.54480899
"11770",11771,"10302",-74.13513323,40.64027294
"11771",11772,"10309",-74.23282406,40.5163448
"11772",11773,"10309",-74.23282406,40.5163448
"11773",11774,"10303",-74.16023979,40.63546201
"11774",11775,"10308",-74.14722797,40.55639616
"11775",11776,"10310",-74.11769171,40.63919969
"11776",11777,"10301",-74.07759132,40.63547612
"11777",11778,"10308",-74.14905291,40.5501219
"11778",11779,"10304",-74.07451407,40.62874245
"11779",11780,"10303",-74.16023979,40.63546201
"11780",11781,"10314",-74.1640561,40.57715157
